id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,wallclock
401760677_93521,401760677_8,401760677,8,89,Massachusetts,Mid-American,3,Auburn,Auburn,Massachusetts,SEC,48,2,"{""minutes"": 6, ""seconds"": 7}",0,1,away 7,45,1.0,7.0,2,False,Pass,Mock Pass play #89,0.9376879357436324,2025-11-06T07:34:39.000Z
401760677_93522,401760677_8,401760677,8,90,Auburn,SEC,34,Massachusetts,Auburn,Massachusetts,Mid-American,27,2,"{""minutes"": 15, ""seconds"": 40}",1,1,home 66,24,3.0,10.0,4,False,Pass,Mock Pass play #90,0.1712110719489948,2025-12-20T09:29:07.000Z
401760677_93523,401760677_8,401760677,8,91,Massachusetts,Mid-American,10,Auburn,Auburn,Massachusetts,SEC,28,2,"{""minutes"": 7, ""seconds"": 42}",2,0,away 17,79,4.0,10.0,5,False,Run,Mock Run play #91,0.2446416431475411,2025-12-23T19:29:09.000Z
401760677_93524,401760677_8,401760677,8,92,Massachusetts,Mid-American,0,Auburn,Auburn,Massachusetts,SEC,16,2,"{""minutes"": 3, ""seconds"": 32}",2,2,away 50,66,3.0,3.0,8,False,Pass,Mock Pass play #92,-0.14309357112276724,2025-11-20T19:23:45.000Z
401760677_93525,401760677_8,401760677,8,93,Auburn,SEC,17,Massachusetts,Auburn,Massachusetts,Mid-American,13,2,"{""minutes"": 5, ""seconds"": 37}",1,1,home 9,86,1.0,4.0,17,False,Pass,Mock Pass play #93,-0.03491620369751065,2025-11-21T08:31:46.000Z
401760677_93526,401760677_8,401760677,8,94,Auburn,SEC,28,Massachusetts,Auburn,Massachusetts,Mid-American,7,2,"{""minutes"": 1, ""seconds"": 52}",1,0,home 41,59,2.0,17.0,15,False,Pass,Mock Pass play #94,-0.2044783308147851,2025-12-21T13:16:23.000Z
401760677_93527,401760677_8,401760677,8,95,Massachusetts,Mid-American,0,Auburn,Auburn,Massachusetts,SEC,44,2,"{""minutes"": 1, ""seconds"": 39}",2,0,away 16,50,,,0,False,Kickoff,Mock Kickoff play #95,0.10359389357087108,2025-11-03T15:49:38.000Z
401760677_93528,401760677_9,401760677,9,96,Auburn,SEC,32,Massachusetts,Auburn,Massachusetts,Mid-American,27,3,"{""minutes"": 14, ""seconds"": 35}",3,2,home 91,11,,,6,False,Run,Mock Run play #96,-0.2174482655704462,2025-12-15T18:01:27.000Z
401760677_93529,401760677_9,401760677,9,97,Massachusetts,Mid-American,0,Auburn,Auburn,Massachusetts,SEC,20,3,"{""minutes"": 5, ""seconds"": 3}",1,1,away 85,47,1.0,2.0,8,False,Pass,Mock Pass play #97,-0.21066003137732803,2025-12-13T07:20:11.000Z
401760677_93530,401760677_9,401760677,9,98,Auburn,SEC,24,Massachusetts,Auburn,Massachusetts,Mid-American,16,3,"{""minutes"": 9, ""seconds"": 32}",1,2,home 71,72,,,0,False,Punt,Mock Punt play #98,0.46960764775929864,2025-11-01T05:42:22.000Z
401760677_93531,401760677_9,401760677,9,99,Auburn,SEC,20,Massachusetts,Auburn,Massachusetts,Mid-American,12,3,"{""minutes"": 1, ""seconds"": 11}",1,3,home 42,17,,,3,False,Pass,Mock Pass play #99,-0.2843474421327602,2025-11-20T07:19:26.000Z
401760677_93532,401760677_9,401760677,9,100,Massachusetts,Mid-American,0,Auburn,Auburn,Massachusetts,SEC,35,3,"{""minutes"": 11, ""seconds"": 8}",0,1,away 10,64,,,14,False,Run,Mock Run play #100,-0.15440260843372636,2025-11-04T04:51:14.000Z
401760677_93533,401760677_9,401760677,9,101,Massachusetts,Mid-American,36,Auburn,Auburn,Massachusetts,SEC,43,3,"{""minutes"": 2, ""seconds"": 24}",0,2,away 32,69,1.0,1.0,0,False,Pass,Mock Pass play #101,0.17633325540905673,2025-11-02T22:18:01.000Z
401760677_93534,401760677_9,401760677,9,102,Auburn,SEC,26,Massachusetts,Auburn,Massachusetts,Mid-American,16,3,"{""minutes"": 11, ""seconds"": 51}",2,0,home 50,33,3.0,14.0,18,False,Run,Mock Run play #102,0.8632859608817015,2025-11-20T21:52:14.000Z
401760677_93535,401760677_9,401760677,9,103,Massachusetts,Mid-American,9,Auburn,Auburn,Massachusetts,SEC,27,3,"{""minutes"": 11, ""seconds"": 20}",0,3,away 16,1,2.0,6.0,-5,False,Run,Mock Run play #103,0.10521659978425245,2025-11-18T10:08:10.000Z
401760677_93536,401760677_9,401760677,9,104,Massachusetts,Mid-American,33,Auburn,Auburn,Massachusetts,SEC,7,3,"{""minutes"": 11, ""seconds"": 42}",3,3,away 10,62,,,11,False,Run,Mock Run play #104,-0.8735077324580285,2025-12-02T18:34:07.000Z
401760677_93537,401760677_9,401760677,9,105,Auburn,SEC,25,Massachusetts,Auburn,Massachusetts,Mid-American,32,3,"{""minutes"": 9, ""seconds"": 20}",2,1,home 4,92,1.0,5.0,-2,False,Run,Mock Run play #105,0.988425324784196,2025-11-07T10:30:56.000Z
401760677_93538,401760677_9,401760677,9,106,Massachusetts,Mid-American,15,Auburn,Auburn,Massachusetts,SEC,30,3,"{""minutes"": 6, ""seconds"": 44}",2,1,away 53,61,2.0,1.0,3,False,Pass,Mock Pass play #106,-0.0009994250229252578,2025-11-10T10:33:00.000Z
401760677_93539,401760677_9,401760677,9,107,Massachusetts,Mid-American,11,Auburn,Auburn,Massachusetts,SEC,15,3,"{""minutes"": 3, ""seconds"": 10}",0,0,away 30,47,3.0,6.0,-12,False,Pass,Mock Pass play #107,0.14446685000088036,2025-12-10T09:12:03.000Z
401760677_93540,401760677_10,401760677,10,108,Auburn,SEC,26,Massachusetts,Auburn,Massachusetts,Mid-American,6,3,"{""minutes"": 2, ""seconds"": 39}",3,1,home 5,31,1.0,11.0,3,False,Pass,Mock Pass play #108,-0.7282382383800187,2025-11-03T12:21:28.000Z
401760677_93541,401760677_10,401760677,10,109,Massachusetts,Mid-American,30,Auburn,Auburn,Massachusetts,SEC,17,3,"{""minutes"": 12, ""seconds"": 15}",1,2,away 97,45,1.0,15.0,18,False,Pass,Mock Pass play #109,0.11546862262948575,2025-12-17T10:14:01.000Z
401760677_93542,401760677_10,401760677,10,110,Auburn,SEC,36,Massachusetts,Auburn,Massachusetts,Mid-American,0,3,"{""minutes"": 2, ""seconds"": 53}",1,3,home 15,90,4.0,10.0,-2,False,Run,Mock Run play #110,-0.5096811096095685,2025-11-03T17:20:05.000Z
401760677_93543,401760677_10,401760677,10,111,Massachusetts,Mid-American,51,Auburn,Auburn,Massachusetts,SEC,23,3,"{""minutes"": 13, ""seconds"": 30}",2,0,away 14,63,4.0,8.0,2,False,Pass,Mock Pass play #111,0.28950996269201484,2025-11-03T15:21:00.000Z
401760677_93544,401760677_10,401760677,10,112,Massachusetts,Mid-American,27,Auburn,Auburn,Massachusetts,SEC,24,3,"{""minutes"": 3, ""seconds"": 52}",0,0,away 80,80,2.0,7.0,-30,False,Run,Mock Run play #112,0.47592931069729544,2025-12-09T03:11:36.000Z
401760677_93545,401760677_10,401760677,10,113,Auburn,SEC,34,Massachusetts,Auburn,Massachusetts,Mid-American,24,3,"{""minutes"": 9, ""seconds"": 52}",0,1,home 34,37,3.0,9.0,14,False,Run,Mock Run play #113,-0.1595517959258911,2025-11-21T05:10:49.000Z
401760677_93546,401760677_10,401760677,10,114,Massachusetts,Mid-American,0,Auburn,Auburn,Massachusetts,SEC,10,3,"{""minutes"": 10, ""seconds"": 16}",1,1,away 38,62,,,3,False,Pass,Mock Pass play #114,-0.06959591546202577,2025-11-06T19:07:55.000Z
401760677_93547,401760677_10,401760677,10,115,Auburn,SEC,23,Massachusetts,Auburn,Massachusetts,Mid-American,10,3,"{""minutes"": 10, ""seconds"": 9}",0,2,home 33,57,,,0,False,Timeout,Mock Timeout play #115,-0.5128857237298848,2025-11-23T17:36:56.000Z
401760677_93548,401760677_10,401760677,10,116,Massachusetts,Mid-American,43,Auburn,Auburn,Massachusetts,SEC,1,3,"{""minutes"": 12, ""seconds"": 9}",2,0,away 65,69,1.0,9.0,6,False,Run,Mock Run play #116,1.0614666303284495,2025-12-17T18:43:56.000Z
401760677_93549,401760677_10,401760677,10,117,Auburn,SEC,10,Massachusetts,Auburn,Massachusetts,Mid-American,24,3,"{""minutes"": 14, ""seconds"": 26}",2,0,home 69,66,,,7,False,Pass,Mock Pass play #117,0.7469190934741492,2025-11-10T07:12:47.000Z
401760677_93550,401760677_10,401760677,10,118,Massachusetts,Mid-American,0,Auburn,Auburn,Massachusetts,SEC,30,3,"{""minutes"": 12, ""seconds"": 45}",3,3,away 81,82,1.0,13.0,-18,False,Pass,Mock Pass play #118,0.30860409864563987,2025-12-13T20:09:23.000Z
401760677_93551,401760677_10,401760677,10,119,Auburn,SEC,16,Massachusetts,Auburn,Massachusetts,Mid-American,0,3,"{""minutes"": 10, ""seconds"": 9}",2,0,home 10,71,,,0,False,Field Goal,Mock Field Goal play #119,0.27297406758347065,2025-11-01T02:50:40.000Z
401760677_93552,401760677_11,401760677,11,120,Auburn,SEC,0,Massachusetts,Auburn,Massachusetts,Mid-American,0,3,"{""minutes"": 15, ""seconds"": 19}",1,1,home 13,57,,,1,False,Pass,Mock Pass play #120,-0.5025553221725414,2025-12-08T04:40:29.000Z
401760677_93553,401760677_11,401760677,11,121,Auburn,SEC,26,Massachusetts,Auburn,Massachusetts,Mid-American,7,3,"{""minutes"": 5, ""seconds"": 32}",0,0,home 36,22,2.0,1.0,-4,False,Pass,Mock Pass play #121,0.20261267080841758,2025-11-16T02:15:28.000Z
401760677_93554,401760677_11,401760677,11,122,Massachusetts,Mid-American,29,Auburn,Auburn,Massachusetts,SEC,58,3,"{""minutes"": 6, ""seconds"": 48}",3,2,away 26,27,,,0,False,Pass,Mock Pass play #122,0.6312878877732974,2025-12-05T08:27:42.000Z
401760677_93555,401760677_11,401760677,11,123,Auburn,SEC,10,Massachusetts,Auburn,Massachusetts,Mid-American,18,3,"{""minutes"": 13, ""seconds"": 22}",0,2,home 73,20,2.0,2.0,10,False,Pass,Mock Pass play #123,-0.10025252641282512,2025-11-05T14:18:53.000Z
401760677_93556,401760677_11,401760677,11,124,Auburn,SEC,25,Massachusetts,Auburn,Massachusetts,Mid-American,4,3,"{""minutes"": 7, ""seconds"": 15}",3,2,home 93,76,2.0,7.0,12,False,Pass,Mock Pass play #124,0.4877510031842814,2025-11-21T20:08:19.000Z
401760677_93557,401760677_11,401760677,11,125,Massachusetts,Mid-American,17,Auburn,Auburn,Massachusetts,SEC,15,3,"{""minutes"": 1, ""seconds"": 47}",2,2,away 42,52,1.0,5.0,-2,False,Run,Mock Run play #125,-0.1198931938194361,2025-11-03T09:27:38.000Z
401760677_93558,401760677_11,401760677,11,126,Auburn,SEC,24,Massachusetts,Auburn,Massachusetts,Mid-American,27,3,"{""minutes"": 7, ""seconds"": 24}",2,2,home 72,24,2.0,4.0,7,False,Pass,Mock Pass play #126,0.45983286567289655,2025-11-01T04:07:52.000Z
401760677_93559,401760677_11,401760677,11,127,Massachusetts,Mid-American,25,Auburn,Auburn,Massachusetts,SEC,34,3,"{""minutes"": 15, ""seconds"": 2}",3,0,away 42,22,4.0,1.0,-2,False,Pass,Mock Pass play #127,0.135318704468754,2025-11-09T08:50:12.000Z
401760677_93560,401760677_11,401760677,11,128,Auburn,SEC,26,Massachusetts,Auburn,Massachusetts,Mid-American,23,3,"{""minutes"": 12, ""seconds"": 1}",3,2,home 18,89,3.0,6.0,-10,False,Pass,Mock Pass play #128,-0.7968412794247826,2025-12-06T12:54:55.000Z
401760677_93561,401760677_11,401760677,11,129,Auburn,SEC,35,Massachusetts,Auburn,Massachusetts,Mid-American,7,3,"{""minutes"": 10, ""seconds"": 9}",0,0,home 88,18,2.0,9.0,1,False,Run,Mock Run play #129,-0.09906045368754783,2025-11-19T08:33:54.000Z
401760677_93562,401760677_11,401760677,11,130,Massachusetts,Mid-American,19,Auburn,Auburn,Massachusetts,SEC,41,3,"{""minutes"": 4, ""seconds"": 7}",0,0,away 63,15,1.0,6.0,-6,False,Run,Mock Run play #130,-0.2214887202420433,2025-11-03T12:40:49.000Z
401760677_93563,401760677_11,401760677,11,131,Auburn,SEC,0,Massachusetts,Auburn,Massachusetts,Mid-American,0,3,"{""minutes"": 2, ""seconds"": 48}",3,2,home 75,92,,,0,False,Kickoff,Mock Kickoff play #131,-0.04355886269559057,2025-11-02T00:53:28.000Z
401760677_93564,401760677_12,401760677,12,132,Auburn,SEC,39,Massachusetts,Auburn,Massachusetts,Mid-American,20,3,"{""minutes"": 13, ""seconds"": 34}",0,1,home 24,34,2.0,16.0,4,False,Run,Mock Run play #132,0.2919537968392328,2025-12-22T16:48:46.000Z
401760677_93565,401760677_12,401760677,12,133,Massachusetts,Mid-American,8,Auburn,Auburn,Massachusetts,SEC,8,3,"{""minutes"": 15, ""seconds"": 36}",3,2,away 21,97,,,0,False,Field Goal,Mock Field Goal play #133,-0.1045527782718437,2025-11-20T13:51:29.000Z
401760677_93566,401760677_12,401760677,12,134,Auburn,SEC,29,Massachusetts,Auburn,Massachusetts,Mid-American,8,3,"{""minutes"": 2, ""seconds"": 38}",1,3,home 50,40,1.0,1.0,14,False,Pass,Mock Pass play #134,-0.937990331978697,2025-12-17T00:39:46.000Z
401760677_93567,401760677_12,401760677,12,135,Massachusetts,Mid-American,3,Auburn,Auburn,Massachusetts,SEC,0,3,"{""minutes"": 8, ""seconds"": 18}",3,1,away 61,64,,,0,False,Punt,Mock Punt play #135,-0.1080985790596569,2025-11-19T22:15:37.000Z
401760677_93568,401760677_12,401760677,12,136,Auburn,SEC,30,Massachusetts,Auburn,Massachusetts,Mid-American,30,4,"{""minutes"": 5, ""seconds"": 16}",1,0,home 85,97,2.0,1.0,21,False,Pass,Mock Pass play #136,0.6758796571966988,2025-12-11T01:08:36.000Z
401760677_93569,401760677_12,401760677,12,137,Massachusetts,Mid-American,28,Auburn,Auburn,Massachusetts,SEC,30,4,"{""minutes"": 1, ""seconds"": 22}",3,3,away 15,72,,,13,False,Pass,Mock Pass play #137,-0.43622256642295715,2025-12-12T00:16:37.000Z
401760677_93570,401760677_12,401760677,12,138,Massachusetts,Mid-American,7,Auburn,Auburn,Massachusetts,SEC,39,4,"{""minutes"": 14, ""seconds"": 10}",2,3,away 47,34,1.0,7.0,0,False,Pass,Mock Pass play #138,0.5041298305654235,2025-12-10T06:11:39.000Z
401760677_93571,401760677_12,401760677,12,139,Massachusetts,Mid-American,33,Auburn,Auburn,Massachusetts,SEC,0,4,"{""minutes"": 12, ""seconds"": 19}",0,3,away 35,82,2.0,8.0,-17,False,Pass,Mock Pass play #139,0.4164243650605111,2025-12-09T01:41:25.000Z
401760677_93572,401760677_12,401760677,12,140,Massachusetts,Mid-American,19,Auburn,Auburn,Massachusetts,SEC,2,4,"{""minutes"": 2, ""seconds"": 9}",1,2,away 76,76,,,0,False,Timeout,Mock Timeout play #140,-0.17201087057656603,2025-11-03T06:56:20.000Z
401760677_93573,401760677_12,401760677,12,141,Auburn,SEC,18,Massachusetts,Auburn,Massachusetts,Mid-American,7,4,"{""minutes"": 2, ""seconds"": 53}",2,3,home 92,45,2.0,5.0,3,False,Run,Mock Run play #141,-0.28569230802371637,2025-11-23T08:56:00.000Z
401760677_93574,401760677_12,401760677,12,142,Massachusetts,Mid-American,30,Auburn,Auburn,Massachusetts,SEC,7,4,"{""minutes"": 6, ""seconds"": 24}",1,2,away 29,52,1.0,1.0,4,False,Pass,Mock Pass play #142,0.6747553833472842,2025-12-20T08:31:04.000Z
401760677_93575,401760677_12,401760677,12,143,Massachusetts,Mid-American,47,Auburn,Auburn,Massachusetts,SEC,17,4,"{""minutes"": 5, ""seconds"": 9}",1,1,away 46,12,,,0,False,Punt,Mock Punt play #143,-0.4075051251771374,2025-11-18T00:26:01.000Z
401760677_93576,401760677_13,401760677,13,144,Massachusetts,Mid-American,41,Auburn,Auburn,Massachusetts,SEC,44,4,"{""minutes"": 13, ""seconds"": 5}",0,1,away 97,18,1.0,2.0,-5,False,Run,Mock Run play #144,0.09028134700432748,2025-12-14T18:44:51.000Z
401760677_93577,401760677_13,401760677,13,145,Massachusetts,Mid-American,39,Auburn,Auburn,Massachusetts,SEC,28,4,"{""minutes"": 7, ""seconds"": 57}",0,3,away 65,83,1.0,8.0,7,False,Pass,Mock Pass play #145,0.06970684762066882,2025-12-05T16:53:13.000Z
401760677_93578,401760677_13,401760677,13,146,Auburn,SEC,29,Massachusetts,Auburn,Massachusetts,Mid-American,15,4,"{""minutes"": 12, ""seconds"": 20}",2,3,home 47,63,,,0,False,Kickoff,Mock Kickoff play #146,-0.33326353433459804,2025-12-06T09:05:25.000Z
401760677_93579,401760677_13,401760677,13,147,Massachusetts,Mid-American,19,Auburn,Auburn,Massachusetts,SEC,26,4,"{""minutes"": 5, ""seconds"": 5}",3,2,away 9,73,3.0,6.0,13,False,Pass,Mock Pass play #147,-0.9601575351640368,2025-11-15T14:54:45.000Z
401760677_93580,401760677_13,401760677,13,148,Massachusetts,Mid-American,0,Auburn,Auburn,Massachusetts,SEC,9,4,"{""minutes"": 5, ""seconds"": 32}",0,0,away 93,33,,,6,False,Pass,Mock Pass play #148,0.12371532799296102,2025-12-01T08:32:38.000Z
401760677_93581,401760677_13,401760677,13,149,Massachusetts,Mid-American,37,Auburn,Auburn,Massachusetts,SEC,12,4,"{""minutes"": 2, ""seconds"": 47}",1,1,away 72,78,1.0,12.0,1,False,Pass,Mock Pass play #149,0.1289571371953887,2025-11-21T22:30:45.000Z
401760677_93582,401760677_13,401760677,13,150,Auburn,SEC,27,Massachusetts,Auburn,Massachusetts,Mid-American,3,4,"{""minutes"": 14, ""seconds"": 42}",2,1,home 21,73,,,-1,False,Run,Mock Run play #150,0.5647450117799834,2025-11-08T18:21:30.000Z
401760677_93583,401760677_13,401760677,13,151,Massachusetts,Mid-American,29,Auburn,Auburn,Massachusetts,SEC,23,4,"{""minutes"": 7, ""seconds"": 23}",2,2,away 14,94,,,4,False,Pass,Mock Pass play #151,-0.18558839282022246,2025-12-15T00:48:23.000Z
401760677_93584,401760677_13,401760677,13,152,Auburn,SEC,19,Massachusetts,Auburn,Massachusetts,Mid-American,21,4,"{""minutes"": 9, ""seconds"": 20}",3,0,home 39,35,,,-7,False,Pass,Mock Pass play #152,0.45285609816522,2025-12-05T16:27:29.000Z
401760677_93585,401760677_13,401760677,13,153,Massachusetts,Mid-American,40,Auburn,Auburn,Massachusetts,SEC,10,4,"{""minutes"": 12, ""seconds"": 4}",1,1,away 87,1,,,5,False,Pass,Mock Pass play #153,0.2700021026755201,2025-12-09T12:57:09.000Z
401760677_93586,401760677_13,401760677,13,154,Massachusetts,Mid-American,37,Auburn,Auburn,Massachusetts,SEC,0,4,"{""minutes"": 11, ""seconds"": 53}",3,1,away 10,91,1.0,7.0,0,False,Run,Mock Run play #154,-0.4322877788745822,2025-12-21T02:58:40.000Z
401760677_93587,401760677_13,401760677,13,155,Auburn,SEC,20,Massachusetts,Auburn,Massachusetts,Mid-American,9,4,"{""minutes"": 15, ""seconds"": 32}",1,3,home 20,92,,,18,False,Pass,Mock Pass play #155,0.5383286095747388,2025-11-22T07:46:41.000Z
401760677_93588,401760677_14,401760677,14,156,Auburn,SEC,11,Massachusetts,Auburn,Massachusetts,Mid-American,25,4,"{""minutes"": 2, ""seconds"": 53}",1,1,home 93,75,,,-5,False,Pass,Mock Pass play #156,0.028365877528572052,2025-11-12T20:58:47.000Z
401760677_93589,401760677_14,401760677,14,157,Massachusetts,Mid-American,36,Auburn,Auburn,Massachusetts,SEC,49,4,"{""minutes"": 11, ""seconds"": 46}",0,2,away 5,95,2.0,13.0,0,False,Pass,Mock Pass play #157,0.6791358823754788,2025-11-20T22:42:40.000Z
401760677_93590,401760677_14,401760677,14,158,Auburn,SEC,45,Massachusetts,Auburn,Massachusetts,Mid-American,35,4,"{""minutes"": 9, ""seconds"": 58}",2,2,home 61,65,1.0,6.0,4,False,Pass,Mock Pass play #158,-0.6296622968437634,2025-12-07T16:13:45.000Z
401760677_93591,401760677_14,401760677,14,159,Massachusetts,Mid-American,1,Auburn,Auburn,Massachusetts,SEC,24,4,"{""minutes"": 8, ""seconds"": 34}",0,1,away 35,41,2.0,9.0,8,False,Run,Mock Run play #159,0.035045506902149456,2025-12-23T04:10:10.000Z
401760678_93592,401760678_1,401760678,1,0,Ball State,Mid-American,8,Alabama,Alabama,Ball State,SEC,5,1,"{""minutes"": 2, ""seconds"": 7}",2,3,away 6,2,2.0,14.0,4,False,Pass,Mock Pass play #0,0.4662614116987988,2025-12-16T05:52:36.000Z
401760678_93593,401760678_1,401760678,1,1,Alabama,SEC,16,Ball State,Alabama,Ball State,Mid-American,6,1,"{""minutes"": 2, ""seconds"": 56}",1,0,home 40,85,2.0,3.0,-11,False,Pass,Mock Pass play #1,-0.6180625218730248,2025-11-16T18:26:16.000Z
401760678_93594,401760678_1,401760678,1,2,Ball State,Mid-American,42,Alabama,Alabama,Ball State,SEC,28,1,"{""minutes"": 1, ""seconds"": 13}",1,2,away 9,24,2.0,15.0,2,False,Run,Mock Run play #2,0.36280329926585925,2025-11-18T22:19:02.000Z
401760678_93595,401760678_1,401760678,1,3,Ball State,Mid-American,10,Alabama,Alabama,Ball State,SEC,24,1,"{""minutes"": 11, ""seconds"": 5}",3,0,away 59,68,3.0,12.0,1,False,Pass,Mock Pass play #3,0.09113835629026894,2025-12-16T16:01:51.000Z
401760678_93596,401760678_1,401760678,1,4,Alabama,SEC,49,Ball State,Alabama,Ball State,Mid-American,3,1,"{""minutes"": 2, ""seconds"": 51}",0,2,home 4,31,1.0,3.0,4,False,Run,Mock Run play #4,-0.08106254283823473,2025-11-08T00:48:27.000Z
401760678_93597,401760678_1,401760678,1,5,Ball State,Mid-American,21,Alabama,Alabama,Ball State,SEC,19,1,"{""minutes"": 2, ""seconds"": 8}",1,1,away 1,84,3.0,7.0,0,False,Pass,Mock Pass play #5,-0.4294609632092502,2025-11-04T15:23:53.000Z
401760678_93598,401760678_1,401760678,1,6,Ball State,Mid-American,18,Alabama,Alabama,Ball State,SEC,3,1,"{""minutes"": 13, ""seconds"": 17}",3,1,away 16,91,,,13,False,Pass,Mock Pass play #6,0.46558234175453567,2025-12-10T05:58:35.000Z
401760678_93599,401760678_1,401760678,1,7,Alabama,SEC,35,Ball State,Alabama,Ball State,Mid-American,15,1,"{""minutes"": 3, ""seconds"": 54}",2,0,home 46,29,,,0,False,Field Goal,Mock Field Goal play #7,0.010869909142942313,2025-11-01T05:00:33.000Z
401760678_93600,401760678_1,401760678,1,8,Alabama,SEC,53,Ball State,Alabama,Ball State,Mid-American,13,1,"{""minutes"": 11, ""seconds"": 48}",2,3,home 77,93,1.0,7.0,1,False,Run,Mock Run play #8,0.33943357479213215,2025-12-22T10:19:40.000Z
401760678_93601,401760678_1,401760678,1,9,Ball State,Mid-American,38,Alabama,Alabama,Ball State,SEC,25,1,"{""minutes"": 5, ""seconds"": 19}",0,0,away 66,14,4.0,3.0,0,False,Run,Mock Run play #9,-0.364749916771328,2025-11-21T09:12:12.000Z
401760678_93602,401760678_1,401760678,1,10,Ball State,Mid-American,22,Alabama,Alabama,Ball State,SEC,4,1,"{""minutes"": 11, ""seconds"": 30}",3,2,away 43,45,,,0,False,Run,Mock Run play #10,-0.11101638295485962,2025-12-15T12:30:18.000Z
401760678_93603,401760678_1,401760678,1,11,Alabama,SEC,46,Ball State,Alabama,Ball State,Mid-American,19,1,"{""minutes"": 10, ""seconds"": 24}",2,2,home 21,41,1.0,6.0,7,False,Pass,Mock Pass play #11,0.1091709948998873,2025-12-15T03:20:21.000Z
401760678_93604,401760678_2,401760678,2,12,Ball State,Mid-American,0,Alabama,Alabama,Ball State,SEC,19,1,"{""minutes"": 2, ""seconds"": 28}",3,1,away 93,50,4.0,7.0,12,False,Run,Mock Run play #12,-0.039504169181306385,2025-12-21T09:21:53.000Z
401760678_93605,401760678_2,401760678,2,13,Alabama,SEC,34,Ball State,Alabama,Ball State,Mid-American,15,1,"{""minutes"": 10, ""seconds"": 49}",3,1,home 68,54,3.0,5.0,5,False,Run,Mock Run play #13,-0.23981435704861304,2025-12-19T18:48:26.000Z
401760678_93606,401760678_2,401760678,2,14,Ball State,Mid-American,21,Alabama,Alabama,Ball State,SEC,20,1,"{""minutes"": 6, ""seconds"": 30}",1,1,away 83,12,3.0,9.0,-2,False,Run,Mock Run play #14,-0.289623499558315,2025-11-16T08:28:00.000Z
401760678_93607,401760678_2,401760678,2,15,Ball State,Mid-American,15,Alabama,Alabama,Ball State,SEC,20,1,"{""minutes"": 7, ""seconds"": 58}",1,3,away 83,86,4.0,14.0,-2,False,Run,Mock Run play #15,0.31927082710075677,2025-12-22T14:46:03.000Z
401760678_93608,401760678_2,401760678,2,16,Alabama,SEC,22,Ball State,Alabama,Ball State,Mid-American,0,1,"{""minutes"": 13, ""seconds"": 3}",0,2,home 5,74,,,0,False,Punt,Mock Punt play #16,0.15656700318843136,2025-12-12T20:45:10.000Z
401760678_93609,401760678_2,401760678,2,17,Alabama,SEC,0,Ball State,Alabama,Ball State,Mid-American,0,1,"{""minutes"": 11, ""seconds"": 56}",2,0,home 26,59,1.0,17.0,13,False,Pass,Mock Pass play #17,-0.8478944203984335,2025-12-13T12:22:29.000Z
401760678_93610,401760678_2,401760678,2,18,Alabama,SEC,2,Ball State,Alabama,Ball State,Mid-American,37,1,"{""minutes"": 7, ""seconds"": 42}",2,3,home 65,38,,,0,False,Punt,Mock Punt play #18,-0.6893191084581453,2025-11-13T15:35:08.000Z
401760678_93611,401760678_2,401760678,2,19,Ball State,Mid-American,16,Alabama,Alabama,Ball State,SEC,2,1,"{""minutes"": 10, ""seconds"": 30}",1,0,away 64,65,4.0,6.0,-12,False,Run,Mock Run play #19,0.7547503859561299,2025-11-10T06:41:42.000Z
401760678_93612,401760678_2,401760678,2,20,Alabama,SEC,0,Ball State,Alabama,Ball State,Mid-American,11,1,"{""minutes"": 10, ""seconds"": 17}",2,2,home 25,27,1.0,2.0,-4,False,Pass,Mock Pass play #20,1.3679298621367473,2025-12-03T01:57:16.000Z
401760678_93613,401760678_2,401760678,2,21,Alabama,SEC,27,Ball State,Alabama,Ball State,Mid-American,11,1,"{""minutes"": 11, ""seconds"": 12}",1,3,home 48,63,,,1,False,Run,Mock Run play #21,0.6774876704709705,2025-11-04T05:05:10.000Z
401760678_93614,401760678_2,401760678,2,22,Alabama,SEC,35,Ball State,Alabama,Ball State,Mid-American,3,1,"{""minutes"": 15, ""seconds"": 37}",1,0,home 74,64,,,0,False,Timeout,Mock Timeout play #22,0.1688518481188776,2025-12-19T15:41:33.000Z
401760678_93615,401760678_2,401760678,2,23,Alabama,SEC,0,Ball State,Alabama,Ball State,Mid-American,29,1,"{""minutes"": 10, ""seconds"": 7}",0,1,home 19,32,3.0,1.0,-5,False,Pass,Mock Pass play #23,0.13491167827581427,2025-11-16T22:04:55.000Z
401760678_93616,401760678_3,401760678,3,24,Alabama,SEC,37,Ball State,Alabama,Ball State,Mid-American,0,1,"{""minutes"": 11, ""seconds"": 13}",3,0,home 16,83,3.0,1.0,-10,False,Run,Mock Run play #24,-0.46925505624209146,2025-12-19T07:03:56.000Z
401760678_93617,401760678_3,401760678,3,25,Ball State,Mid-American,45,Alabama,Alabama,Ball State,SEC,26,1,"{""minutes"": 3, ""seconds"": 16}",0,2,away 28,15,,,-3,False,Run,Mock Run play #25,-0.17731881441007727,2025-12-08T08:10:50.000Z
